813395.8532,3383932.789
813397.7354,3383927.516
813394.365,3383934.411
813397.3729,3383933.388
813396.2784,3383934.688
813397.0689,3383933.934
813394.8128,3383935.534
813393.4529,3383936.049
813391.917,3383936.005
813398.5194,3383926.984
813391.5749,3383934.552
813394.7903,3383936.31
813394.4771,3383933.859
813397.7032,3383928.625
813393.5912,3383931.28
813396.2913,3383934.245
813396.5825,3383934.142
813394.461,3383934.414
813396.4361,3383929.254
813396.5642,3383928.148
813395.5647,3383936.111
813397.0849,3383933.38
813391.7637,3383934.668
813395.8623,3383935.786
813397.2715,3383926.947
813396.9959,3383929.825
813398.1735,3383928.971
813392.1825,3383936.79
813396.3181,3383926.698
813396.51,3383926.703
813393.1338,3383930.49
813392.2597,3383934.128
813392.2629,3383934.017
813392.4227,3383935.132
813394.7163,3383938.861
813394.4616,3383931.084
813397.4276,3383931.503
813392.9407,3383937.145
813392.9407,3383937.145
813395.5968,3383935.002
813394.1473,3383935.293
813396.6656,3383934.589
813391.591,3383933.997
813395.8044,3383937.783
813395.4306,3383934.109
813395.4536,3383930.003
813391.7154,3383936.332
813397.3091,3383932.276
813393.2389,3383933.49
813394.1795,3383934.184
813395.4842,3383938.883
813393.5076,3383934.164
813391.917,3383936.005
813395.1394,3383934.211
813393.559,3383932.39
813396.8227,3383932.484
813393.4625,3383935.717
813394.727,3383931.868
813396.4071,3383930.252
813396.5632,3383934.808
813395.3936,3383925.45
813392.5348,3383934.58
813394.9351,3383931.319
813393.4207,3383937.158
813395.6515,3383933.116
813393.2711,3383932.381
813391.9331,3383935.45
813395.5727,3383925.899
813394.8353,3383934.758
813395.3003,3383928.666
813391.9717,3383934.119
813395.1909,3383932.437
813396.7712,3383934.259
813392.2372,3383934.904
813395.3148,3383938.101
813396.8838,3383930.377
813395.7952,3383934.785
813398.4197,3383930.422
813393.5655,3383932.168
813394.4514,3383934.746
813392.7493,3383933.809
813394.8831,3383936.424
813395.6933,3383931.674
813395.7824,3383935.229
813394.3715,3383934.189
813397.1332,3383931.716
813395.437,3383933.887
813394.742,3383937.974
813394.2792,3383930.745
813394.0192,3383936.399
813393.7092,3383933.837
813395.8789,3383931.902
813393.4116,3383934.161
813395.2456,3383930.551
813393.9333,3383932.733
813395.4633,3383929.67
813394.1259,3383929.409
813393.5596,3383929.06
813394.5002,3383929.753
813395.747,3383936.449
813394.1956,3383933.629
813393.9553,3383935.287
813392.0934,3383933.235
813393.6642,3383935.39
813391.9235,3383935.783
813393.2829,3383938.597
813394.5415,3383931.641
813394.9179,3383938.534
813394.6627,3383934.087
813393.0952,3383931.821
813393.2872,3383931.827
813395.1909,3383932.437
813395.3636,3383933.108
813393.0281,3383930.82
813391.5266,3383936.216
813395.1072,3383935.32
813395.0365,3383937.76
813391.5395,3383935.772
813397.9403,3383927.078
813397.9403,3383927.078
813392.5637,3383933.582
813391.9653,3383934.341
813395.8215,3383930.568
813394.0937,3383930.518
813393.3161,3383930.829
813396.2366,3383936.13
813394.4192,3383935.855
813393.6357,3383933.058
813397.3252,3383931.722
813397.4212,3383931.725
813395.3888,3383935.551
813395.223,3383931.328
813396.5642,3383928.148
813394.6208,3383935.528
813394.4197,3383932.526
813395.3003,3383928.666
813395.1909,3383932.437
813396.7712,3383934.259
813393.2604,3383939.374
813392.9987,3383935.148
813394.4449,3383934.968
813391.7894,3383933.781
813394.7592,3383930.759
813396.7712,3383934.259
813393.3982,3383937.935
813395.4955,3383928.561
813393.6454,3383932.725
813396.9321,3383928.713
