813333.4711,3383917.327
813331.0607,3383924.25
813328.4694,3383920.845
813328.485,3383923.62
813334.5661,3383912.697
813331.9192,3383917.837
813333.5419,3383914.887
813330.2047,3383914.013
813336.5567,3383910.312
813330.0605,3383915.674
813334.9115,3383914.039
813333.1188,3383919.537
813333.389,3383910.221
813331.7025,3383912.059
813333.6759,3383916.889
813329.941,3383923.107
813330.7683,3383911.144
813331.1421,3383914.817
813327.0291,3383924.133
813330.9603,3383911.149
813335.1898,3383914.38
813334.7591,3383906.042
813329.5511,3383919.988
813333.7917,3383912.896
813332.0446,3383913.512
813330.7255,3383919.245
813330.9721,3383917.365
813331.7025,3383912.059
813331.1733,3383920.368
813334.0122,3383915.234
813332.791,3383907.65
813328.5499,3383918.072
813333.8454,3383917.671
813331.4548,3383920.598
813331.0778,3383917.035
813330.9731,3383910.706
813329.8831,3383925.104
813333.0931,3383920.424
813328.3193,3383919.397
813333.2796,3383913.991
813336.5567,3383910.312
813333.3343,3383912.106
813333.4951,3383906.561
813331.916,3383917.948
813331.7732,3383909.619
813327.7268,3383923.265
813330.4922,3383917.351
813329.7913,3383918.33
813329.6218,3383917.548
813331.1003,3383916.259
813331.7594,3383916.722
813330.629,3383922.572
813328.87,3383916.971
813334.1762,3383909.577
813333.2282,3383915.766
813331.3808,3383923.149
813329.8997,3383921.219
813335.127,3383906.608
813333.98,3383916.343
813327.9509,3383922.162
813334.6047,3383911.366
813330.1436,3383916.12
813328.7735,3383920.299
813331.9739,3383915.951
813334.6953,3383904.931
813333.7403,3383914.671
813331.9513,3383916.728
813331.9417,3383917.061
813330.8284,3383915.696
813331.1829,3383920.035
813333.2131,3383909.661
813329.1194,3383918.311
813332.2393,3383916.736
813331.7025,3383912.059
813331.4355,3383921.264
813329.845,3383923.105
813334.9115,3383914.039
813331.5963,3383915.719
813334.9275,3383913.484
813334.246,3383913.797
813333.4357,3383918.547
813333.4073,3383916.215
813329.1419,3383917.534
813331.5792,3383922.933
813332.8598,3383918.53
813331.3813,3383919.819
813329.7431,3383919.994
813330.5115,3383916.686
813335.0396,3383912.932
813330.038,3383916.45
813326.8945,3383925.461
813333.4229,3383918.99
813332.5884,3383914.637
813328.2131,3383923.057
813334.9661,3383912.153
813333.1735,3383917.651
813329.5736,3383919.212
813334.1752,3383916.237
813331.7089,3383911.837
813331.5256,3383918.158
813329.1676,3383916.647
813331.7915,3383915.613
813331.4306,3383911.496
813332.4773,3383908.529
813327.1986,3383924.915
813329.0679,3383920.085
813328.891,3383926.185
813335.4085,3383906.838
813330.5496,3383918.685
813336.0869,3383906.636
813331.487,3383919.489
813330.7952,3383923.465
813329.845,3383923.105
813333.2282,3383915.766
813329.9511,3383919.445
813330.0605,3383915.674
813329.9511,3383919.445
813331.2322,3383911.712
813328.3321,3383918.954
813330.5013,3383920.349
813330.555,3383925.123
