822384.8744,3381684.83
822384.2752,3381688.809
822377.1002,3381681.268
822379.0602,3381679.995
822384.4441,3381689.591
822385.169,3381684.617
822384.0467,3381686.804
822380.3548,3381681.698
822379.1199,3381684.437
822376.6697,3381679.59
822382.0005,3381684.523
822380.8448,3381681.38
822380.4276,3381679.258
822383.6757,3381683.129
822387.3975,3381690.456
822384.07,3381689.247
822380.1396,3381682.469
822380.249,3381685.247
822382.9672,3381684.329
822378.2755,3381680.526
822383.0201,3381682.555
822384.4342,3381689.924
822384.5995,3381684.378
822378.2193,3381682.412
822379.9078,3381680.575
822379.964,3381678.689
822380.0303,3381679.69
822379.6893,3381681.456
822387.1061,3381690.558
822382.348,3381682.535
822382.7619,3381681.548
822383.0499,3381681.557
822384.5963,3381687.708
822377.5538,3381682.17
822386.106,3381685.422
822379.5568,3381679.454
822377.2492,3381682.716
822387.7981,3381689.913
822380.3879,3381680.589
822378.0769,3381680.742
822380.2292,3381685.913
822377.4412,3381682.722
822377.5968,3381680.728
822380.1297,3381682.802
822385.4274,3381688.843
822380.8053,3381685.93
822380.8514,3381681.158
822375.1731,3381678.214
822379.9972,3381680.8
822387.3974,3381687.237
822382.1098,3381687.301
822376.5538,3381680.253
822381.9142,3381680.968
822378.3317,3381678.641
822381.3349,3381684.281
822375.1632,3381678.546
822379.8516,3381682.46
822381.4441,3381680.621
822382.9672,3381684.329
822382.911,3381686.215
822378.2193,3381682.412
822381.3349,3381684.281
822385.1693,3381691.056
822382.3216,3381683.422
822381.4771,3381679.512
822377.0537,3381679.602
822384.1592,3381686.252
822382.5037,3381683.761
822380.8912,3381683.046
822377.1564,3381679.383
822384.2918,3381688.254
822383.689,3381682.686
822381.0833,3381683.052
822377.5008,3381680.725
822379.1197,3381677.998
822385.3214,3381685.954
822375.2459,3381678.993
822384.4806,3381691.59
822383.2388,3381684.893
822384.5995,3381684.378
822381.6196,3381681.181
822382.0732,3381682.083
822378.5238,3381678.646
822379.0701,3381679.662
822383.2122,3381682.561
822379.1464,3381683.549
822382.6329,3381685.874
822380.696,3381686.371
822378.9377,3381680.879
822379.1133,3381684.659
822383.1925,3381686.445
822380.9375,3381681.494
822376.6067,3381678.478
822379.8979,3381680.908
822381.6694,3381685.956
822380.7688,3381683.931
822383.7684,3381683.243
822383.4076,3381685.675
822384.5897,3381687.93
822379.9145,3381683.572
822382.7652,3381681.437
822383.7387,3381684.241
822384.1923,3381685.143
822376.6432,3381680.478
822381.3349,3381684.281
822381.3349,3381684.281
822381.4441,3381680.621
822379.964,3381678.689
822381.3879,3381682.506
822381.4441,3381680.621
822386.0796,3381686.309
822378.6396,3381677.984
822384.7884,3381687.714
822380.6098,3381682.816
822385.5299,3381685.405
822381.3283,3381684.503
822377.7524,3381681.954
822381.6628,3381686.178
822375.1797,3381677.992
822374.6864,3381678.421
822382.0434,3381683.081
822385.1957,3381690.168
822379.6166,3381683.896
822379.4675,3381682.449
822375.6731,3381680.782
822376.9113,3381677.932
822384.7057,3381690.487
822379.2919,3381678.669
822387.3412,3381689.122
822379.9807,3381681.354
822384.1824,3381685.476
822383.5402,3381687.677
822380.7919,3381683.154
822383.6559,3381683.795
822386.5431,3381686.878
822386.457,3381686.543
822383.1329,3381688.442
822384.0798,3381685.695
822376.7923,3381681.925
822381.9277,3381686.963
822382.464,3381685.091
822379.3946,3381681.67
822378.0635,3381677.967
822380.2521,3381678.698
822384.9971,3381690.384
